1392,65479,45830
78166,20703,56378
98884,34250,35565
81397,15453,15587
41920,39493,78326
1645,96351,88939
85051,39203,24356
83668,31242,86800
90207,35535,77119
33056,20134,46112
77880,250,82804
85305,23011,3023
39685,62747,25647
37983,39231,76196
37997,2933,82946
89981,45529,43125
85142,8518,34263
69180,62165,54239
485,98714,58826
26649,19361,17483
70513,26941,42318
616,77759,49481
7035,59450,37120
12974,18266,2659
87462,77187,62372
3777,36191,39258
18856,22282,95330
51973,13848,17098
85561,56674,54550
44281,17619,78684
91125,32944,78310
23397,70269,62722
83829,17531,89360
13731,40028,20577
94106,56593,49557
45612,18265,90339
93840,62380,69361
3539,66133,46561
67363,26616,45487
1520,37495,97748
43467,28324,7601
81981,71552,98727
23675,53094,21042
87964,53894,74347
5380,20001,26291
40618,31306,39330
33209,77676,67224
49014,27169,30695
99523,94522,38418
23763,77906,53729
20138,84498,74668
43358,99432,16202
28508,26042,2211
66849,27037,6314
70026,6003,52598
21182,83847,33078
22954,61996,59660
52578,76237,65740
9438,50618,4583
62288,18681,67743
7814,7553,40387
9568,15433,60097
32233,73188,85025
35427,42300,21994
3402,10529,39508
89441,90854,35204
97625,10533,96981
30278,69777,87249
19181,17003,46723
48843,7546,19552
28577,50297,16652
63811,9163,13925
64139,94258,54793
6530,85419,87357
86161,24562,74799
28851,51168,44683
56398,75085,17426
69467,78020,49746
51787,35472,1417
59422,78268,51848
20739,99450,79248
45349,64435,78521
93577,15891,75108
12267,61519,64821
56950,26277,14102
75050,85315,3952
23894,73014,80775
8639,47432,32059
17842,79686,44978
25507,12579,33117
61211,66195,73803
7427,67328,83442
8864,58878,79286
64646,10401,87004
83108,98447,67532
25904,72892,91672
10012,69247,73088
30171,12740,63473
8411,21812,30068
43981,63297,1010
53426,50542,50859
11511,64649,20909
77838,86113,2732
63631,37973,47320
49567,73190,8644
95800,35462,1400
33610,88211,46736
99957,93349,32231
3810,19355,41158
14569,50766,91070
91026,92524,27740
43004,7746,7079
70937,45062,72151
46477,25773,53220
78256,4973,55127
99554,93973,38570
54328,53743,64514
35021,38737,82338
15382,51228,79365
37450,79473,60153
21314,80853,16364
19070,12738,65394
48833,69750,96314
57994,26347,2383
7512,60613,53239
22402,85320,12972
32975,12108,21429
97312,73070,56355
57036,97361,38300
28357,25763,35262
4777,2845,43533
48544,52879,69789
58002,9115,92846
73189,1432,95416
69965,52155,91135
32854,74693,41787
4115,24545,41718
20875,19710,20664
67106,14028,92570
68848,87318,54745
43458,57278,32367
50679,57080,95486
98868,15685,62924
73215,49759,18448
69709,24756,75139
62909,88377,93306
83888,50152,38488
7643,5509,58965
3216,30518,85114
27394,8103,26064
46844,69811,16157
91319,79322,43585
89107,56916,84604
1435,82664,43729
4413,65860,57884
58717,46130,21445
75421,74606,29063
90658,32972,97892
38833,85703,36061
28947,45694,79669
99888,30751,18939
27199,45969,80593
64036,70335,26197
96680,57462,67275
12628,31210,44279
78276,81314,58301
59244,77718,79815
72311,99529,47734
51461,45120,8185
56326,34908,73768
66132,60570,19122
18634,57197,78282
4586,81442,87398
84339,58543,78906
54951,50977,1456
16479,81361,25615
84046,75282,3142
30892,8411,69259
66429,56015,76287
67251,67787,57743
64973,72135,130
95282,3132,5359
25994,23266,50468
16807,45617,68254
46418,66623,15631
19888,42533,54568
18239,748,43657
84123,69542,7966
66300,80627,80122
83134,54563,56162
58203,99363,39534
57339,44658,9764
66360,6896,35135
79839,62056,75385
24679,97428,58895
97343,77915,83056
94010,86867,8250
96714,60852,53362
44315,84981,16794
69693,74214,36320
41783,85475,17841
9021,72965,98803
65971,82363,1093
24397,99890,19435
36989,6495,26448
52177,34832,85590
16769,33437,77342
11483,59816,95263
83840,6435,48961
809,32387,84302
26234,42838,92704
70327,57341,83956
37285,95294,94745
31786,37958,43501
76428,21044,7341
60643,76413,28873
16132,2379,68301
70170,4340,61785
34907,16716,17461
21965,82486,13506
86766,64032,24944
54249,49477,29069
46866,46891,72211
1326,40365,91365
16201,98093,22627
92621,20877,25795
63068,99882,3264
81656,92238,50942
82743,43174,91647
81167,67084,23497
13665,49263,37812
68072,94292,24505
77050,96932,66269
57177,98744,36763
74348,19685,13706
48522,34291,10068
38321,9345,58933
72316,83044,3689
22296,24419,50305
78033,21063,31013
67283,8691,73694
93920,51629,73789
24008,11865,95843
41646,68161,27020
86256,29646,32917
97506,86804,24258
6742,23781,96638
15799,73223,95613
78695,5404,54438
92763,87389,8903
27963,64796,45256
67958,99242,77067
17589,96010,56836
54644,61676,31005
3867,92784,23102
42199,88698,61046
69833,81024,71818
82801,88338,70146
86150,67954,72156
67685,23029,54233
58090,9840,5976
32396,69026,42565
75880,98715,4386
77007,82411,70792
42972,2390,62267
91377,40742,30050
41577,21563,84462
22361,60249,26521
6788,36950,14870
91499,48670,29626
14872,75844,29864
55995,56708,41530
30405,72177,31908
48551,7109,97171
87773,31292,45226
84245,71540,91707
41384,84658,78683
21290,8795,35655
39429,93973,7542
85126,61065,26458
13632,79721,71141
46125,21675,1384
3063,25597,12720
81867,32573,67771
35336,56410,14528
57396,32731,19506
13784,31225,79133
8933,53518,75675
56221,92619,76580
713,35692,48436
90176,93983,31703
74035,27210,57944
30659,14862,46678
22840,93303,58564
24679,3491,92234
76231,72634,91685
97579,40980,2537
7536,44670,76066
34227,51975,14054
64222,77306,33256
69230,31679,92268
77899,38190,31298
40353,71416,87304
24309,19527,16842
30759,66968,81582
5729,94681,72541
60855,92955,25924
48681,73186,75100
3434,21566,71010
34148,91908,78
49532,11111,28425
12584,74534,75249
72693,54972,55361
6884,89144,19012
79641,88344,86976
54906,98581,16978
84400,49137,43823
4939,11505,39121
36265,97004,37321
18486,32671,24100
29869,22277,42841
66383,1211,89411
35448,45680,85012
32269,58027,17981
62967,60248,988
28402,33933,98154
88693,4347,80114
61910,35768,48841
66449,36542,43642
1812,39913,85870
62308,29246,16410
83688,13199,90958
34607,24253,70552
9648,63331,60111
66536,94774,5544
50080,7476,62856
95238,34701,28830
84281,20711,3748
40873,89720,79323
76121,17606,95490
15198,80389,2148
86401,66079,40696
63069,1265,42134
32036,59888,45454
34653,48055,10738
46983,52864,8342
1112,38145,72464
38469,6354,89868
49423,60138,274
26687,70465,89108
92828,78422,29828
21187,37519,72002
6960,90398,6919
70608,77259,65232
87067,35117,87512
48165,49314,17268
27902,7841,34291
18435,6228,82490
16029,30711,89033
85482,95701,56928
94568,39934,21234
17491,68883,97926
9963,48656,27885
22262,12117,79096
22850,44266,39979
9056,66949,61841
74836,74614,16881
17753,76234,44085
22044,41536,57365
59763,63571,40545
65254,89746,23240
45147,12042,49491
98014,35426,34225
65217,31129,46648
83631,43146,39617
91744,73597,56710
37782,24064,5230
23560,1437,10944
84191,82353,46478
78104,7961,42863
77363,78644,64966
932,82118,11910
1192,75975,89982
70640,63250,13642
90475,72754,63709
71715,33423,43931
61793,72016,78834
55061,45195,4999
53933,94862,4397
43580,58197,21861
4841,95160,66536
93800,29271,96917
19687,38247,35592
80341,32744,82923
19134,98281,97089
72548,80559,36324
74239,56750,78644
88363,30249,84564
26782,42428,92750
46563,52617,88651
54803,74409,32488
33977,65500,10972
92140,79631,5
68271,16513,51133
47762,14203,54525
17735,53257,49883
31107,17083,37445
32976,99647,75651
45341,79586,42178
4406,36885,68709
46031,81239,23777
5301,99866,62754
82026,89065,14829
95444,54161,4216
69339,1016,28120
435,81178,36921
56424,12986,5851
14998,81560,57944
43922,46066,16864
1126,55575,53326
9514,2112,41705
13231,79343,70102
66695,79177,87651
80051,97830,74867
80523,6049,94945
46288,63507,95969
87516,53137,36724
38863,42299,76987
82713,6740,51403
85139,29851,19035
80658,39553,66529
79274,49911,41405
54033,80073,93958
61860,74460,75413
89358,95282,97385
46595,76960,72073
67639,73846,27669
67252,42196,57355
40982,61060,9586
89532,21533,17618
22145,2643,38778
85821,35853,23397
56527,27329,49218
87200,91000,94000
40860,61041,63868
11254,43010,14605
7433,44520,37321
66266,26040,98612
91341,23916,46290
10061,53957,82873
171,71193,20411
34868,83087,73360
50551,66506,42833
71582,55140,74030
66951,71207,45885
17232,2850,80834
5970,61053,26693
97517,73776,73111
59706,17846,26999
31524,51577,50030
5131,55172,24371
12443,93937,99850
25000,86558,37934
31642,32727,7672
20138,81414,27609
87923,14770,56672
63187,15477,95838
59081,44286,24185
59942,86340,54693
9090,40875,57939
72771,30840,28114
58978,707,44621
14376,55368,85460
86938,84748,2436
64026,90231,79257
39856,35977,17137
54906,66940,46058
33029,5286,98489
90824,83102,31953
9436,91027,36558
73631,99654,26518
40891,65195,24264
98011,53054,93107
88364,1578,99408
42678,61145,59792
36835,16756,6883
31593,20439,26179
38859,99989,64648
63430,90285,43890
29889,58033,45868
49702,76722,93993
89794,21022,99419
74723,32321,29429
82323,90506,9113
82967,56531,51594
12984,83613,51951
28179,26129,83343
85287,1393,8427
8241,31727,99400
51468,99479,44672
24828,92783,62495
775,87164,66123
34984,7476,32223
33719,89606,57340
13783,49204,7799
1584,16683,55640
71703,37459,10073
53867,66795,17698
61313,30712,8816
3909,43149,65686
76440,71803,23391
86682,79928,88114
46309,21977,54224
82625,20165,41679
39151,23205,49381
42612,29596,43144
4728,47748,94696
79050,23599,71363
46032,88749,44020
36069,44824,96585
51971,4394,62598
52479,3321,77794
8892,18025,52519
35729,28326,4617
10139,38074,55488
24058,65784,24040
9727,14485,94701
85417,62340,64548
66225,88922,43225
95941,3499,1401
16383,42167,70262
28424,20832,47221
59310,31226,5061
70660,30459,43811
54059,14711,58284
50999,30517,15621
22839,36043,42740
26970,61922,38814
57616,26360,45417
26654,24226,48071
26380,81990,21118
10406,46469,95106
36169,20827,33213
20221,18040,8452
27625,32430,24787
37189,27683,5625
82434,870,53120
15660,44461,90440
62782,75162,91755
517,80396,90853
13954,50087,44402
41711,8571,23156
12455,90033,92320
32744,94865,26891
38354,72786,11870
57013,66005,12983
92389,38827,75323
54758,8336,79336
